ano,filiados,mes,sigla
2012,15847,4,PSD
2012,15,4,PSTU
2012,1381,4,DEM
2012,2664,4,PTB
2012,4,4,PEN
2012,792,4,PT DO B
2012,543,4,PMN
2012,524,4,PRTB
2012,468,4,PTC
2012,385,4,PSOL
2012,3085,4,PMDB
2012,7,4,SD
2012,2539,4,PP
2012,866,4,PTN
2012,2342,4,PSC
2012,808,4,PC DO B
2012,2013,4,PSDB
2012,2166,4,PV
2012,4270,4,PT
2012,2240,4,PRB
2012,8,4,PCB
2012,9,4,PROS
2012,2969,4,PSB
2012,510,4,PSL
2012,949,4,PPL
2012,1716,4,PSDC
2012,773,4,PPS
2012,535,4,PHS
2012,729,4,PRP
2012,418,1,PR
2012,1864,1,PDT
2012,3110,1,PSD
2012,22,1,PSTU
2012,680,1,DEM
2012,643,1,PTB
2012,524,1,PHS
2012,222,1,PT DO B
2012,242,1,PMN
2012,511,1,PRTB
2012,221,1,PTC
2012,242,1,PSOL
2012,2378,1,PMDB
2012,1368,1,PP
2012,466,1,PTN
2012,837,1,PSC
2012,557,1,PC DO B
2012,1585,1,PSDB
2012,835,1,PV
2012,2008,1,PT
2012,928,1,PRB
2012,3,1,PCB
2012,1391,1,PSB
2012,355,1,PSL
2012,315,1,PPL
2012,271,1,PSDC
2012,322,1,PPS
2012,664,1,PRP
2012,2600,3,PR
2012,14246,3,PDT
2012,7190,3,PSD
2012,16,3,PSTU
2012,904,3,DEM
2012,2385,3,PTB
2012,1,3,PEN
2012,836,3,PT DO B
2012,674,3,PMN
2012,290,3,PRTB
2012,498,3,PTC
2012,404,3,PSOL
2012,2852,3,PMDB
2012,1,3,SD
2012,2453,3,PP
2012,698,3,PTN
2012,2073,3,PSC
2012,794,3,PC DO B
2012,2357,3,PSDB
2012,1429,3,PV
2012,8065,3,PT
2012,2214,3,PRB
2012,6,3,PCB
2012,2627,3,PSB
2012,624,3,PSL
2012,160,3,PPL
2012,532,3,PSDC
2012,732,3,PPS
2012,654,3,PHS
2012,608,3,PRP
1996,2042,2,PR
1996,1,2,PCO
1996,1270,2,PDT
1996,34,2,PTC
1996,677,2,PT DO B
1996,4391,2,PTB
1996,403,2,PHS
1996,1694,2,DEM
1996,252,2,PRTB
1996,99,2,PSTU
1996,607,2,PV
1996,1497,2,PMDB
1996,4078,2,PP
1996,85,2,PTN
1996,1280,2,PSC
1996,247,2,PC DO B
1996,1887,2,PSDB
1996,1424,2,PT
1996,609,2,PMN
1996,10,2,PCB
1996,1148,2,PSB
1996,1164,2,PSL
1996,4,2,PRB
1996,2017,2,PPS
1996,340,2,PRP
1996,1132,2,PSDC
1996,840,4,PR
1996,658,4,PDT
1996,56,4,PTC
1996,630,4,DEM
1996,1499,4,PTB
1996,265,4,PHS
1996,750,4,PT DO B
1996,145,4,PRTB
1996,23,4,PSTU
1996,295,4,PV
1996,1199,4,PMDB
1996,2597,4,PP
1996,152,4,PTN
1996,805,4,PSC
1996,116,4,PC DO B
1996,1281,4,PSDB
1996,1198,4,PT
1996,377,4,PMN
1996,32,4,PCB
1996,794,4,PSB
1996,816,4,PSL
1996,547,4,PSDC
1996,660,4,PPS
1996,419,4,PRP
1996,2110,1,PR
1996,3,1,PCO
1996,2623,1,PDT
1996,373,1,PTC
1996,1459,1,PT DO B
1996,4940,1,PTB
1996,372,1,PHS
1996,1729,1,DEM
1996,345,1,PRTB
1996,65,1,PSTU
1996,850,1,PV
1996,2388,1,PMDB
1996,7351,1,PP
1996,291,1,PTN
1996,1407,1,PSC
1996,306,1,PC DO B
1996,2450,1,PSDB
1996,1536,1,PT
1996,918,1,PMN
1996,43,1,PCB
1996,1104,1,PSB
1996,991,1,PSL
1996,22,1,PRB
1996,1215,1,PPS
1996,1893,1,PRP
1996,1710,1,PSDC
1996,1643,3,PR
1996,1,3,PCO
1996,2044,3,PDT
1996,147,3,PTC
1996,1420,3,DEM
1996,3093,3,PTB
1996,1770,3,PHS
1996,1645,3,PT DO B
1996,189,3,PRTB
1996,3,3,PSTU
1996,561,3,PV
1996,2767,3,PMDB
1996,5594,3,PP
1996,357,3,PTN
1996,1483,3,PSC
1996,341,3,PC DO B
1996,2422,3,PSDB
1996,2814,3,PT
1996,1225,3,PMN
1996,35,3,PCB
1996,1723,3,PSB
1996,1240,3,PSL
1996,1592,3,PSDC
1996,1332,3,PPS
1996,1416,3,PRP
2011,738,2,PR
2011,1337,2,PDT
2011,20,2,PSD
2011,1,2,PSTU
2011,821,2,DEM
2011,790,2,PTB
2011,1,2,PEN
2011,235,2,PT DO B
2011,187,2,PMN
2011,170,2,PRTB
2011,255,2,PTC
2011,1034,2,PSOL
2011,2872,2,PMDB
2011,1431,2,PP
2011,259,2,PTN
2011,581,2,PSC
2011,1390,2,PC DO B
2011,5967,2,PSDB
2011,819,2,PV
2011,6465,2,PT
2011,795,2,PRB
2011,10,2,PCB
2011,809,2,PSB
2011,347,2,PSL
2011,10,2,PPL
2011,571,2,PSDC
2011,426,2,PPS
2011,426,2,PHS
2011,212,2,PRP
2011,3115,4,PR
2011,7,4,PCO
2011,9053,4,PDT
2011,228,4,PSD
2011,8,4,PSTU
2011,2847,4,DEM
2011,3359,4,PTB
2011,1543,4,PHS
2011,1393,4,PT DO B
2011,553,4,PMN
2011,562,4,PRTB
2011,938,4,PTC
2011,4956,4,PSOL
2011,12809,4,PMDB
2011,6,4,SD
2011,4835,4,PP
2011,948,4,PTN
2011,3295,4,PSC
2011,3075,4,PC DO B
2011,4624,4,PSDB
2011,3552,4,PV
2011,13374,4,PT
2011,3025,4,PRB
2011,23,4,PCB
2011,4056,4,PSB
2011,1416,4,PSL
2011,3,4,PPL
2011,1223,4,PSDC
2011,1846,4,PPS
2011,855,4,PRP
2011,374,1,PR
2011,1233,1,PDT
2011,87,1,PSD
2011,3,1,PSTU
2011,439,1,DEM
2011,695,1,PTB
2011,236,1,PHS
2011,210,1,PT DO B
2011,127,1,PMN
2011,39,1,PRTB
2011,126,1,PTC
2011,368,1,PSOL
2011,1931,1,PMDB
2011,918,1,PP
2011,235,1,PTN
2011,674,1,PSC
2011,946,1,PC DO B
2011,7935,1,PSDB
2011,929,1,PV
2011,4700,1,PT
2011,576,1,PRB
2011,11,1,PCB
2011,724,1,PSB
2011,196,1,PSL
2011,23,1,PPL
2011,549,1,PSDC
2011,537,1,PPS
2011,463,1,PRP
2011,1491,3,PR
2011,3034,3,PDT
2011,45,3,PSD
2011,6,3,PSTU
2011,1208,3,DEM
2011,1461,3,PTB
2011,867,3,PHS
2011,582,3,PT DO B
2011,291,3,PMN
2011,543,3,PRTB
2011,576,3,PTC
2011,3296,3,PSOL
2011,8257,3,PMDB
2011,1,3,SD
2011,2422,3,PP
2011,416,3,PTN
2011,1437,3,PSC
2011,1374,3,PC DO B
2011,5009,3,PSDB
2011,1837,3,PV
2011,12632,3,PT
2011,2097,3,PRB
2011,93,3,PCB
2011,1808,3,PSB
2011,811,3,PSL
2011,6,3,PPL
2011,1389,3,PSDC
2011,696,3,PPS
2011,442,3,PRP
1999,608,2,PR
1999,2,2,PCO
1999,920,2,PDT
1999,4,2,PTC
1999,50907,2,DEM
1999,2746,2,PTB
1999,233,2,PHS
1999,120,2,PT DO B
1999,89,2,PRTB
1999,3,2,PSTU
1999,598,2,PV
1999,3936,2,PMDB
1999,894,2,PP
1999,174,2,PTN
1999,229,2,PSC
1999,257,2,PC DO B
1999,3881,2,PSDB
1999,1814,2,PT
1999,86,2,PMN
1999,7,2,PCB
1999,444,2,PSB
1999,200,2,PSL
1999,94,2,PSDC
1999,651,2,PPS
1999,154,2,PRP
1999,2163,4,PR
1999,3035,4,PDT
1999,23,4,PTC
1999,377,4,PT DO B
1999,6845,4,PTB
1999,689,4,PHS
1999,7221,4,DEM
1999,465,4,PRTB
1999,25,4,PSTU
1999,653,4,PV
1999,11064,4,PMDB
1999,5351,4,PP
1999,367,4,PTN
1999,523,4,PSC
1999,818,4,PC DO B
1999,14658,4,PSDB
1999,6909,4,PT
1999,302,4,PMN
1999,11,4,PCB
1999,1170,4,PSB
1999,380,4,PSL
1999,1,4,PRB
1999,1781,4,PPS
1999,227,4,PRP
1999,514,4,PSDC
1999,397,1,PR
1999,658,1,PDT
1999,19,1,PTC
1999,4783,1,DEM
1999,3849,1,PTB
1999,194,1,PHS
1999,26,1,PT DO B
1999,154,1,PRTB
1999,8,1,PSTU
1999,229,1,PV
1999,3193,1,PMDB
1999,1223,1,PP
1999,130,1,PTN
1999,146,1,PSC
1999,499,1,PC DO B
1999,4062,1,PSDB
1999,4718,1,PT
1999,121,1,PMN
1999,11,1,PCB
1999,322,1,PSB
1999,371,1,PSL
1999,97,1,PSDC
1999,741,1,PPS
1999,242,1,PRP
1999,1985,3,PR
1999,2556,3,PDT
1999,86,3,PTC
1999,262,3,PT DO B
1999,3608,3,PTB
1999,765,3,PHS
1999,19383,3,DEM
1999,234,3,PRTB
1999,17,3,PSTU
1999,640,3,PV
1999,23370,3,PMDB
1999,3852,3,PP
1999,517,3,PTN
1999,173,3,PSC
1999,379,3,PC DO B
1999,11142,3,PSDB
1999,4757,3,PT
1999,463,3,PMN
1999,29,3,PCB
1999,1164,3,PSB
1999,434,3,PSL
1999,1,3,PRB
1999,2787,3,PPS
1999,413,3,PRP
1999,1029,3,PSDC
1986,97,2,PR
1986,2280,2,PDT
1986,1,2,PTN
1986,4,2,PSC
1986,9,2,PC DO B
1986,9,2,PSDB
1986,3198,2,PT
1986,17,2,PMN
1986,1489,2,PTB
1986,66,2,PSB
1986,1,2,PSL
1986,2678,2,DEM
1986,50,2,PPS
1986,2,2,PTC
1986,361,2,PP
1986,1,2,PV
1986,1550,2,PMDB
1986,48,4,PR
1986,1,4,SD
1986,244,4,PP
1986,1,4,PSTU
1986,196,4,PSC
1986,14,4,PC DO B
1986,1,4,PSDB
1986,1243,4,PT
1986,22,4,PMN
1986,2256,4,PTB
1986,20,4,PSB
1986,1,4,PT DO B
1986,1625,4,DEM
1986,9,4,PPS
1986,2320,4,PDT
1986,1813,4,PMDB
1986,2,4,PRP
1986,31,1,PR
1986,2245,1,PDT
1986,1,1,PCB
1986,3,1,PSC
1986,18,1,PC DO B
1986,8,1,PSDB
1986,1,1,PSOL
1986,1651,1,PT
1986,38279,1,DEM
1986,1524,1,PTB
1986,18,1,PSB
1986,1,1,PSL
1986,2,1,PMN
1986,2,1,PSDC
1986,1,1,PTC
1986,64,1,PPS
1986,1,1,PRTB
1986,212,1,PP
1986,3,1,PV
1986,1486,1,PMDB
1986,13,1,PRP
1986,66,3,PR
1986,3400,3,PDT
1986,2,3,PCB
1986,134,3,PSC
1986,14,3,PC DO B
1986,8,3,PSDB
1986,3984,3,PT
1986,47,3,PMN
1986,2576,3,PTB
1986,41,3,PSB
1986,694,3,PP
1986,2566,3,DEM
1986,86,3,PPS
1986,3,3,PTC
1986,1,3,PV
1986,1993,3,PMDB
1986,2,3,PRP
2008,1192,2,PR
2008,2309,2,PDT
2008,621,2,PTC
2008,671,2,PT DO B
2008,7794,2,PTB
2008,418,2,PHS
2008,2292,2,DEM
2008,236,2,PRTB
2008,2,2,PSTU
2008,336,2,PSOL
2008,3008,2,PMDB
2008,1453,2,PP
2008,406,2,PTN
2008,1749,2,PSC
2008,647,2,PC DO B
2008,2076,2,PSDB
2008,1503,2,PV
2008,3067,2,PT
2008,242,2,PMN
2008,10,2,PCB
2008,7034,2,PSB
2008,463,2,PSL
2008,13727,2,PRB
2008,466,2,PPS
2008,209,2,PRP
2008,2380,2,PSDC
2008,3945,4,PR
2008,3414,4,PDT
2008,671,4,PTC
2008,831,4,PT DO B
2008,8710,4,PTB
2008,1921,4,PHS
2008,5952,4,DEM
2008,2125,4,PRTB
2008,2,4,PSTU
2008,513,4,PSOL
2008,5636,4,PMDB
2008,2666,4,PP
2008,1502,4,PTN
2008,5283,4,PSC
2008,1721,4,PC DO B
2008,3482,4,PSDB
2008,5129,4,PV
2008,3663,4,PT
2008,1516,4,PMN
2008,217,4,PCB
2008,7242,4,PSB
2008,1818,4,PSL
2008,16321,4,PRB
2008,2025,4,PPS
2008,658,4,PRP
2008,2959,4,PSDC
2008,806,1,PR
2008,2651,1,PDT
2008,6,1,PSD
2008,414,1,PTC
2008,257,1,PT DO B
2008,2351,1,PTB
2008,426,1,PHS
2008,1849,1,DEM
2008,120,1,PRTB
2008,1,1,PSTU
2008,330,1,PSOL
2008,2221,1,PMDB
2008,1587,1,PP
2008,250,1,PTN
2008,3016,1,PSC
2008,543,1,PC DO B
2008,1538,1,PSDB
2008,2080,1,PV
2008,2300,1,PT
2008,196,1,PMN
2008,28,1,PCB
2008,3450,1,PSB
2008,229,1,PSL
2008,10653,1,PRB
2008,641,1,PPS
2008,145,1,PRP
2008,3611,1,PSDC
2008,1816,3,PR
2008,3160,3,PDT
2008,796,3,PTC
2008,702,3,PT DO B
2008,10373,3,PTB
2008,1054,3,PHS
2008,4963,3,DEM
2008,833,3,PRTB
2008,2,3,PSTU
2008,306,3,PSOL
2008,4368,3,PMDB
2008,2018,3,PP
2008,1329,3,PTN
2008,3069,3,PSC
2008,1672,3,PC DO B
2008,2662,3,PSDB
2008,2842,3,PV
2008,3895,3,PT
2008,966,3,PMN
2008,6,3,PCB
2008,4165,3,PSB
2008,1178,3,PSL
2008,13732,3,PRB
2008,928,3,PPS
2008,1050,3,PRP
2008,3652,3,PSDC
1995,305,2,PR
1995,1,2,PCO
1995,538,2,PDT
1995,3,2,PTC
1995,108,2,PT DO B
1995,1031,2,PTB
1995,3,2,PHS
1995,902,2,DEM
1995,13,2,PRTB
1995,1514,2,PSTU
1995,1,2,PSOL
1995,8219,2,PMDB
1995,1026,2,PP
1995,3,2,PTN
1995,199,2,PSC
1995,180,2,PC DO B
1995,1376,2,PSDB
1995,199,2,PV
1995,993,2,PT
1995,418,2,PMN
1995,19,2,PCB
1995,308,2,PSB
1995,21,2,PSL
1995,1,2,PRB
1995,149,2,PPS
1995,575,2,PRP
1995,22,2,PSDC
1995,258,4,PR
1995,788,4,PDT
1995,2,4,PTC
1995,334,4,DEM
1995,1694,4,PTB
1995,395,4,PT DO B
1995,5,4,PRTB
1995,989,4,PSTU
1995,104,4,PV
1995,1329,4,PMDB
1995,1058,4,PP
1995,1,4,PTN
1995,179,4,PSC
1995,223,4,PC DO B
1995,828,4,PSDB
1995,1195,4,PT
1995,283,4,PMN
1995,14,4,PCB
1995,1,4,PROS
1995,448,4,PSB
1995,6,4,PSL
1995,124,4,PSDC
1995,129,4,PPS
1995,1214,4,PRP
1995,236,1,PR
1995,12,1,PCO
1995,623,1,PDT
1995,4,1,PTC
1995,88,1,PT DO B
1995,485,1,PTB
1995,48,1,PHS
1995,438,1,DEM
1995,30,1,PRTB
1995,363,1,PSTU
1995,163,1,PV
1995,2812,1,PMDB
1995,533,1,PP
1995,6,1,PTN
1995,139,1,PSC
1995,250,1,PC DO B
1995,1092,1,PSDB
1995,1603,1,PT
1995,405,1,PMN
1995,15,1,PCB
1995,169,1,PSB
1995,22,1,PSL
1995,1,1,PRB
1995,154,1,PPS
1995,1014,1,PRP
1995,11,1,PSDC
1995,428,3,PR
1995,1,3,PCO
1995,992,3,PDT
1995,19,3,PTC
1995,336,3,PT DO B
1995,1644,3,PTB
1995,4,3,PHS
1995,2261,3,DEM
1995,2,3,PRTB
1995,3025,3,PSTU
1995,374,3,PV
1995,6890,3,PMDB
1995,1097,3,PP
1995,2,3,PTN
1995,379,3,PSC
1995,313,3,PC DO B
1995,2178,3,PSDB
1995,1721,3,PT
1995,1164,3,PMN
1995,48,3,PCB
1995,788,3,PSB
1995,5,3,PSL
1995,4,3,PRB
1995,264,3,PPS
1995,1315,3,PRP
1995,11,3,PSDC
2014,106,2,PR
2014,770,2,PDT
2014,401,2,PSD
2014,2,2,PSTU
2014,110,2,DEM
2014,301,2,PTB
2014,624,2,PEN
2014,175,2,PT DO B
2014,489,2,PRB
2014,516,2,PRTB
2014,32,2,PTC
2014,177,2,PSOL
2014,996,2,PMDB
2014,2321,2,SD
2014,629,2,PP
2014,106,2,PTN
2014,358,2,PSC
2014,198,2,PC DO B
2014,560,2,PSDB
2014,148,2,PV
2014,295,2,PT
2014,170,2,PMN
2014,2,2,PCB
2014,1292,2,PROS
2014,694,2,PSB
2014,56,2,PSL
2014,32,2,PSDC
2014,93,2,PPS
2014,688,2,PHS
2014,126,2,PRP
2014,527,4,PR
2014,592,4,PDT
2014,1422,4,PSD
2014,4,4,PSTU
2014,285,4,DEM
2014,561,4,PTB
2014,912,4,PEN
2014,297,4,PT DO B
2014,1244,4,PRB
2014,281,4,PRTB
2014,172,4,PTC
2014,500,4,PSOL
2014,1792,4,PMDB
2014,3822,4,SD
2014,1121,4,PP
2014,349,4,PTN
2014,372,4,PSC
2014,305,4,PC DO B
2014,1119,4,PSDB
2014,531,4,PV
2014,534,4,PT
2014,290,4,PMN
2014,1,4,PCB
2014,3392,4,PROS
2014,1185,4,PSB
2014,170,4,PSL
2014,277,4,PSDC
2014,235,4,PPS
2014,5414,4,PHS
2014,224,4,PRP
2014,731,1,PR
2014,254,1,PDT
2014,381,1,PSD
2014,5,1,PSTU
2014,93,1,DEM
2014,315,1,PTB
2014,178,1,PEN
2014,99,1,PT DO B
2014,124,1,PMN
2014,319,1,PRTB
2014,26,1,PTC
2014,649,1,PSOL
2014,1341,1,PMDB
2014,3194,1,SD
2014,379,1,PP
2014,256,1,PTN
2014,477,1,PSC
2014,155,1,PC DO B
2014,853,1,PSDB
2014,178,1,PV
2014,165,1,PT
2014,502,1,PRB
2014,3,1,PCB
2014,1013,1,PROS
2014,661,1,PSB
2014,61,1,PSL
2014,1,1,PPL
2014,44,1,PSDC
2014,107,1,PPS
2014,771,1,PHS
2014,109,1,PRP
2014,243,3,PR
2014,700,3,PDT
2014,448,3,PSD
2014,50,3,PTC
2014,103,3,PT DO B
2014,265,3,PTB
2014,820,3,PEN
2014,238,3,DEM
2014,347,3,PRTB
2014,6,3,PSTU
2014,189,3,PSOL
2014,1161,3,PMDB
2014,2289,3,SD
2014,707,3,PP
2014,208,3,PTN
2014,332,3,PSC
2014,297,3,PC DO B
2014,766,3,PSDB
2014,156,3,PV
2014,443,3,PT
2014,328,3,PMN
2014,2107,3,PROS
2014,734,3,PSB
2014,125,3,PSL
2014,919,3,PRB
2014,154,3,PPS
2014,268,3,PRP
2014,5980,3,PHS
2014,46,3,PSDC
1982,1979,2,PP
1982,2,2,PTC
1982,4,2,PC DO B
1982,4,2,PSDB
1982,1976,2,PT
1982,2,2,PMN
1982,750,2,PTB
1982,3,2,PSB
1982,1,2,PT DO B
1982,15,2,DEM
1982,4,2,PPS
1982,1624,2,PDT
1982,3555,2,PMDB
1982,3,4,PR
1982,1880,4,PP
1982,1,4,PTN
1982,3,4,PSC
1982,17,4,PSDB
1982,863,4,PT
1982,2,4,PMN
1982,753,4,PTB
1982,1,4,PSB
1982,1,4,PT DO B
1982,23,4,DEM
1982,1,4,PPS
1982,616,4,PDT
1982,1,4,PV
1982,8438,4,PMDB
1982,1,4,PRP
1982,1,1,PR
1982,785,1,PDT
1982,1,1,PCB
1982,1,1,PSC
1982,7,1,PC DO B
1982,1084,1,PT
1982,17,1,DEM
1982,735,1,PTB
1982,1445,1,PP
1982,1,1,PRB
1982,1,1,PHS
1982,1,1,PRTB
1982,1,1,PV
1982,2060,1,PMDB
1982,11,3,PR
1982,1746,3,PDT
1982,2,3,PTN
1982,6,3,PC DO B
1982,23,3,PSDB
1982,1839,3,PT
1982,32,3,DEM
1982,2161,3,PTB
1982,6,3,PSB
1982,2,3,PMN
1982,3,3,PT DO B
1982,3,3,PPS
1982,3,3,PTC
1982,3937,3,PP
1982,2,3,PV
1982,8071,3,PMDB
1982,4,3,PRP
2013,81,2,PR
2013,422,2,PDT
2013,375,2,PSD
2013,18,2,PSTU
2013,52,2,DEM
2013,577,2,PTB
2013,288,2,PEN
2013,85,2,PT DO B
2013,71,2,PMN
2013,10,2,PRTB
2013,100,2,PTC
2013,936,2,PSOL
2013,1315,2,PMDB
2013,27,2,SD
2013,463,2,PP
2013,85,2,PTN
2013,121,2,PSC
2013,487,2,PC DO B
2013,1180,2,PSDB
2013,128,2,PV
2013,379,2,PT
2013,384,2,PRB
2013,13,2,PCB
2013,3,2,PROS
2013,613,2,PSB
2013,110,2,PSL
2013,67,2,PPL
2013,73,2,PSDC
2013,96,2,PPS
2013,164,2,PHS
2013,185,2,PRP
2013,737,4,PR
2013,1,4,PCO
2013,2471,4,PDT
2013,1926,4,PSD
2013,107,4,PSTU
2013,205,4,DEM
2013,2740,4,PTB
2013,1016,4,PEN
2013,192,4,PT DO B
2013,217,4,PMN
2013,29,4,PRTB
2013,421,4,PTC
2013,9152,4,PSOL
2013,2824,4,PMDB
2013,25,4,SD
2013,1523,4,PP
2013,199,4,PTN
2013,483,4,PSC
2013,841,4,PC DO B
2013,933,4,PSDB
2013,405,4,PV
2013,642,4,PT
2013,1889,4,PRB
2013,8,4,PCB
2013,4,4,PROS
2013,1171,4,PSB
2013,129,4,PSL
2013,70,4,PPL
2013,159,4,PSDC
2013,264,4,PPS
2013,231,4,PHS
2013,470,4,PRP
2013,274,1,PR
2013,433,1,PDT
2013,299,1,PSD
2013,28,1,PSTU
2013,199,1,DEM
2013,849,1,PTB
2013,25,1,PEN
2013,103,1,PT DO B
2013,41,1,PMN
2013,26,1,PRTB
2013,53,1,PTC
2013,443,1,PSOL
2013,1226,1,PMDB
2013,66,1,SD
2013,581,1,PP
2013,233,1,PTN
2013,183,1,PSC
2013,449,1,PC DO B
2013,3317,1,PSDB
2013,138,1,PV
2013,698,1,PT
2013,709,1,PRB
2013,9,1,PCB
2013,6,1,PROS
2013,682,1,PSB
2013,114,1,PSL
2013,87,1,PPL
2013,31,1,PSDC
2013,84,1,PPS
2013,51,1,PHS
2013,93,1,PRP
2013,100,3,PR
2013,835,3,PDT
2013,1035,3,PSD
2013,42,3,PSTU
2013,184,3,DEM
2013,2597,3,PTB
2013,242,3,PEN
2013,78,3,PT DO B
2013,209,3,PMN
2013,65,3,PRTB
2013,368,3,PTC
2013,7738,3,PSOL
2013,2047,3,PMDB
2013,97,3,SD
2013,1236,3,PP
2013,221,3,PTN
2013,300,3,PSC
2013,582,3,PC DO B
2013,2403,3,PSDB
2013,163,3,PV
2013,936,3,PT
2013,736,3,PRB
2013,4,3,PCB
2013,10,3,PROS
2013,659,3,PSB
2013,182,3,PSL
2013,53,3,PPL
2013,101,3,PSDC
2013,139,3,PPS
2013,116,3,PHS
2013,177,3,PRP
1980,12,2,PR
1980,144,2,PP
1980,29,2,PDT
1980,6,2,PC DO B
1980,11,2,PSDB
1980,31,2,PT
1980,25,2,PMN
1980,23,2,PTB
1980,10,2,PSB
1980,73,2,DEM
1980,5,2,PPS
1980,1,2,PSOL
1980,268,2,PMDB
1980,4,4,PR
1980,138,4,PP
1980,2,4,PTC
1980,6,4,PC DO B
1980,3,4,PSDB
1980,21,4,PT
1980,18,4,DEM
1980,33,4,PTB
1980,1,4,PSB
1980,1,4,PSDC
1980,4,4,PPS
1980,55,4,PDT
1980,196,4,PMDB
1980,44,1,PR
1980,768,1,PPS
1980,3582,1,PDT
1980,2,1,PTN
1980,44,1,PSC
1980,38,1,PC DO B
1980,757,1,PSDB
1980,14,1,PSL
1980,855,1,PT
1980,808,1,DEM
1980,280,1,PTB
1980,392,1,PSB
1980,110,1,PMN
1980,70,1,PT DO B
1980,143,1,PSDC
1980,1,1,PHS
1980,10,1,PTC
1980,1231,1,PP
1980,4,1,PV
1980,7327,1,PMDB
1980,10,1,PRP
1980,13,3,PR
1980,181,3,PP
1980,81,3,PDT
1980,2,3,PSC
1980,25,3,PC DO B
1980,13,3,PSDB
1980,38,3,PT
1980,23,3,DEM
1980,32,3,PTB
1980,6,3,PSB
1980,1,3,PT DO B
1980,6,3,PPS
1980,36,3,PV
1980,451,3,PMDB
1980,1,3,PSDC
1990,9429,2,PR
1990,3324,2,PDT
1990,607,2,PTC
1990,299,2,DEM
1990,785,2,PTB
1990,1,2,PHS
1990,20,2,PT DO B
1990,4,2,PRTB
1990,16,2,PV
1990,2149,2,PMDB
1990,5645,2,PP
1990,118,2,PSC
1990,271,2,PC DO B
1990,7941,2,PSDB
1990,1,2,PSOL
1990,2670,2,PT
1990,2662,2,PMN
1990,720,2,PSB
1990,2,2,PSL
1990,1,2,PSDC
1990,19,2,PPS
1990,1380,2,PRP
1990,1374,4,PR
1990,1923,4,PP
1990,1284,4,PTC
1990,158,4,PSC
1990,964,4,PC DO B
1990,4243,4,PSDB
1990,1890,4,PT
1990,1459,4,PMN
1990,1913,4,PTB
1990,583,4,PSB
1990,1,4,PSL
1990,83,4,PT DO B
1990,276,4,DEM
1990,36,4,PPS
1990,4960,4,PDT
1990,50,4,PV
1990,359,4,PMDB
1990,683,4,PRP
1990,2748,1,PR
1990,1012,1,PDT
1990,210,1,DEM
1990,2,1,PTN
1990,382,1,PTB
1990,19,1,PT DO B
1990,2,1,PRB
1990,6,1,PRTB
1990,340,1,PTC
1990,1,1,PV
1990,351,1,PMDB
1990,3366,1,PP
1990,1,1,PCB
1990,78,1,PSC
1990,129,1,PC DO B
1990,3325,1,PSDB
1990,1557,1,PT
1990,674,1,PMN
1990,261,1,PSB
1990,2,1,PSL
1990,78,1,PPS
1990,971,1,PRP
1990,3975,3,PR
1990,17027,3,PDT
1990,2210,3,PTC
1990,218,3,PT DO B
1990,2388,3,PTB
1990,4,3,PHS
1990,1,3,PRB
1990,10,3,PRTB
1990,2,3,PCB
1990,158,3,PV
1990,14284,3,PMDB
1990,4185,3,PP
1990,56,3,PTN
1990,230,3,PSC
1990,820,3,PC DO B
1990,18911,3,PSDB
1990,7976,3,PT
1990,3496,3,PMN
1990,1954,3,PSB
1990,989,3,DEM
1990,192,3,PPS
1990,1924,3,PRP
2001,153,2,PR
2001,385,2,PDT
2001,1,2,PSD
2001,15,2,PTC
2001,24,2,PT DO B
2001,1073,2,PTB
2001,77,2,PHS
2001,319,2,DEM
2001,73,2,PRTB
2001,5,2,PSTU
2001,90,2,PV
2001,1444,2,PMDB
2001,665,2,PP
2001,217,2,PTN
2001,45,2,PSC
2001,300,2,PC DO B
2001,3302,2,PSDB
2001,1687,2,PT
2001,35,2,PMN
2001,4,2,PCB
2001,333,2,PSB
2001,35,2,PSL
2001,2,2,PRB
2001,526,2,PPS
2001,109,2,PRP
2001,27,2,PSDC
2001,828,4,PR
2001,2,4,PCO
2001,1184,4,PDT
2001,1,4,PSD
2001,7,4,PTC
2001,46,4,PT DO B
2001,2671,4,PTB
2001,136,4,PHS
2001,1402,4,DEM
2001,47,4,PRTB
2001,7,4,PSTU
2001,5,4,PSOL
2001,5859,4,PMDB
2001,1465,4,PP
2001,215,4,PTN
2001,213,4,PSC
2001,233,4,PC DO B
2001,4835,4,PSDB
2001,91,4,PV
2001,2207,4,PT
2001,96,4,PMN
2001,2,4,PCB
2001,828,4,PSB
2001,381,4,PSL
2001,14,4,PRB
2001,1125,4,PPS
2001,189,4,PRP
2001,104,4,PSDC
2001,1370,1,PR
2001,9,1,PCO
2001,550,1,PDT
2001,2,1,PSD
2001,12,1,PTC
2001,93,1,PT DO B
2001,1053,1,PTB
2001,60,1,PHS
2001,606,1,DEM
2001,353,1,PRTB
2001,13,1,PSTU
2001,1,1,PSOL
2001,2359,1,PMDB
2001,1095,1,PP
2001,244,1,PTN
2001,124,1,PSC
2001,250,1,PC DO B
2001,2092,1,PSDB
2001,159,1,PV
2001,2831,1,PT
2001,27,1,PMN
2001,19,1,PCB
2001,655,1,PSB
2001,49,1,PSL
2001,5,1,PRB
2001,749,1,PPS
2001,46,1,PRP
2001,84,1,PSDC
2001,396,3,PR
2001,714,3,PDT
