ano,filiados,mes,sigla
1994,80,8,PSB
1994,70,8,PV
1994,166,8,PCB
1994,133,8,PMN
1994,30,8,PT DO B
1994,120,8,PR
1994,7,8,PSTU
1994,1350,8,PMDB
1994,89,8,PSC
1994,3,8,PTC
1994,318,8,PC DO B
1994,14,8,PTN
1994,230,8,PRP
1994,1296,8,PSDB
1994,515,8,PDT
1994,810,8,PP
1994,664,8,PT
1994,49,8,PPS
1994,952,8,PTB
1994,544,8,DEM
1994,646,3,DEM
1994,841,3,PMN
1994,4057,3,PP
1994,8,3,PSTU
1994,37,3,PV
1994,1289,3,PMDB
1994,373,3,PPS
1994,1,3,PSOL
1994,1122,3,PSB
1994,386,3,PCB
1994,471,3,PR
1994,3,3,PSL
1994,100,3,PT DO B
1994,87,3,PTC
1994,808,3,PC DO B
1994,199,3,PSC
1994,359,3,PRP
1994,1907,3,PDT
1994,1,3,PTN
1994,1980,3,PT
1994,1973,3,PTB
1994,2999,3,PSDB
1994,57,10,PSB
1994,14,10,PV
1994,26,10,PCB
1994,32,10,PMN
1994,6,10,PT DO B
1994,49,10,PR
1994,2,10,PSL
1994,3,10,PSTU
1994,538,10,PMDB
1994,420,10,PSC
1994,1,10,PTC
1994,167,10,PC DO B
1994,1,10,PTN
1994,145,10,PRP
1994,477,10,PSDB
1994,339,10,PDT
1994,895,10,PP
1994,467,10,PT
1994,35,10,PPS
1994,516,10,PTB
1994,69,10,DEM
1994,84,6,PSB
1994,903,6,PTB
1994,654,6,PCB
1994,125,6,PMN
1994,7,6,PTC
1994,235,6,PR
1994,6,6,PSTU
1994,34,6,PV
1994,679,6,PMDB
1994,75,6,PT DO B
1994,580,6,PC DO B
1994,41,6,PSC
1994,337,6,PRP
1994,1603,6,PSDB
1994,477,6,PDT
1994,849,6,PP
1994,830,6,PT
1994,116,6,PPS
1994,1,6,PRB
1994,229,6,DEM
1994,650,4,DEM
1994,823,4,PMN
1994,3160,4,PP
1994,334,4,PV
1994,819,4,PMDB
1994,26,4,PRTB
1994,1,4,SD
1994,566,4,PPS
1994,793,4,PSB
1994,1552,4,PCB
1994,203,4,PR
1994,15,4,PSTU
1994,203,4,PT DO B
1994,239,4,PTC
1994,260,4,PC DO B
1994,200,4,PSC
1994,912,4,PRP
1994,2236,4,PDT
1994,3,4,PTN
1994,1346,4,PT
1994,2125,4,PTB
1994,2081,4,PSDB
1994,110,7,PSB
1994,86,7,PV
1994,54,7,PCB
1994,59,7,PMN
1994,227,7,PT DO B
1994,61,7,PR
1994,6,7,PSTU
1994,682,7,PMDB
1994,30,7,PSC
1994,66,7,PTC
1994,94,7,PC DO B
1994,1,7,PTN
1994,2,7,PRTB
1994,839,7,PSDB
1994,389,7,PDT
1994,799,7,PP
1994,495,7,PT
1994,143,7,PRP
1994,145,7,PPS
1994,907,7,PTB
1994,484,7,DEM
1994,6,1,PCO
1994,771,1,DEM
1994,633,1,PMN
1994,3378,1,PP
1994,85,1,PV
1994,1,1,PSDC
1994,1217,1,PMDB
1994,4,1,PRTB
1994,341,1,PPS
1994,1,1,PHS
1994,1035,1,PSB
1994,97,1,PCB
1994,778,1,PR
1994,100,1,PSTU
1994,182,1,PT DO B
1994,62,1,PTC
1994,1337,1,PC DO B
1994,338,1,PSC
1994,655,1,PRP
1994,2566,1,PDT
1994,6,1,PTN
1994,2057,1,PT
1994,1821,1,PTB
1994,1751,1,PSDB
1994,1,2,PCO
1994,487,2,DEM
1994,2081,2,PMN
1994,12,2,PSTU
1994,39,2,PV
1994,217,2,PT DO B
1994,1,2,SD
1994,4,2,PRB
1994,200,2,PPS
1994,779,2,PSB
1994,52,2,PCB
1994,499,2,PR
1994,1,2,PSL
1994,1566,2,PMDB
1994,7,2,PTC
1994,812,2,PC DO B
1994,149,2,PSC
1994,391,2,PRP
1994,878,2,PDT
1994,3610,2,PP
1994,2963,2,PT
1994,1216,2,PTB
1994,1502,2,PSDB
1994,1,12,PCO
1994,334,12,DEM
1994,56,12,PMN
1994,451,12,PP
1994,6,12,PSTU
1994,17,12,PV
1994,1,12,PSDC
1994,2681,12,PMDB
1994,74,12,PPS
1994,2,12,PRB
1994,139,12,PSB
1994,5,12,PCB
1994,72,12,PR
1994,1,12,PSL
1994,11,12,PT DO B
1994,8,12,PTC
1994,118,12,PC DO B
1994,61,12,PSC
1994,354,12,PRP
1994,168,12,PDT
1994,1,12,PTN
1994,456,12,PT
1994,431,12,PTB
1994,888,12,PSDB
1994,313,9,DEM
1994,132,9,PMN
1994,377,9,PP
1994,5,9,PSTU
1994,22,9,PV
1994,1,9,PSDC
1994,1746,9,PMDB
1994,79,9,PPS
1994,48,9,PSB
1994,11,9,PCB
1994,81,9,PR
1994,3,9,PSL
1994,15,9,PT DO B
1994,3,9,PTC
1994,51,9,PC DO B
1994,37,9,PSC
1994,141,9,PRP
1994,281,9,PDT
1994,25,9,PTN
1994,508,9,PT
1994,295,9,PTB
1994,762,9,PSDB
2004,1,5,PCO
2004,593,5,DEM
2004,206,5,PMN
2004,622,5,PP
2004,5,5,PSTU
2004,1232,5,PV
2004,380,5,PSDC
2004,2855,5,PMDB
2004,222,5,PRTB
2004,1546,5,PPS
2004,4,5,PRB
2004,173,5,PHS
2004,1,5,PSOL
2004,427,5,PSB
2004,22,5,PCB
2004,429,5,PR
2004,408,5,PSL
2004,145,5,PT DO B
2004,215,5,PTC
2004,1335,5,PC DO B
2004,249,5,PSC
2004,58,5,PRP
2004,1482,5,PDT
2004,198,5,PTN
2004,6183,5,PT
2004,1355,5,PTB
2004,2342,5,PSDB
2004,1,11,PCO
2004,247,11,DEM
2004,7,11,PMN
2004,500,11,PP
2004,3,11,PSTU
2004,144,11,PV
2004,486,11,PSDC
2004,925,11,PMDB
2004,109,11,PRTB
2004,124,11,PPS
2004,31,11,PHS
2004,377,11,PSB
2004,6,11,PCB
2004,689,11,PR
2004,10,11,PSL
2004,13,11,PT DO B
2004,2,11,PTC
2004,398,11,PC DO B
2004,130,11,PSC
2004,4,11,PRP
2004,710,11,PDT
2004,152,11,PTN
2004,7690,11,PT
2004,269,11,PTB
2004,3120,11,PSDB
2004,643,8,DEM
2004,26,8,PMN
2004,416,8,PP
2004,3,8,PSTU
2004,330,8,PV
2004,94,8,PSDC
2004,1417,8,PMDB
2004,68,8,PRTB
2004,261,8,PPS
2004,5,8,PRB
2004,85,8,PHS
2004,235,8,PSB
2004,18,8,PCB
2004,112,8,PR
2004,68,8,PSL
2004,19,8,PT DO B
2004,19,8,PTC
2004,337,8,PC DO B
2004,235,8,PSC
2004,234,8,PRP
2004,538,8,PDT
2004,34,8,PTN
2004,12564,8,PT
2004,539,8,PTB
2004,826,8,PSDB
2004,34,3,PCO
2004,3266,3,DEM
2004,1998,3,PMN
2004,2528,3,PP
2004,1,3,PSTU
2004,1706,3,PV
2004,1527,3,PSDC
2004,6358,3,PMDB
2004,503,3,PRTB
2004,1,3,PSD
2004,2861,3,PPS
2004,5,3,PRB
2004,914,3,PHS
2004,1613,3,PSB
2004,70,3,PCB
2004,3304,3,PR
2004,473,3,PSL
2004,1116,3,PT DO B
2004,380,3,PTC
2004,1110,3,PC DO B
2004,845,3,PSC
2004,437,3,PRP
2004,2836,3,PDT
2004,1447,3,PTN
2004,18374,3,PT
2004,5240,3,PTB
2004,4919,3,PSDB
2004,341,10,DEM
2004,196,10,PMN
2004,1092,10,PP
2004,6,10,PSTU
2004,377,10,PV
2004,649,10,PSDC
2004,2735,10,PMDB
2004,130,10,PRTB
2004,381,10,PPS
2004,8,10,PRB
2004,73,10,PHS
2004,1,10,PSOL
2004,580,10,PSB
2004,61,10,PCB
2004,219,10,PR
2004,39,10,PSL
2004,34,10,PT DO B
2004,111,10,PTC
2004,335,10,PC DO B
2004,131,10,PSC
2004,21,10,PRP
2004,703,10,PDT
2004,66,10,PTN
2004,3414,10,PT
2004,1273,10,PTB
2004,2102,10,PSDB
2004,13,6,PCO
2004,1278,6,DEM
2004,106,6,PMN
2004,946,6,PP
2004,4,6,PSTU
2004,2314,6,PV
2004,1251,6,PSDC
2004,3190,6,PMDB
2004,236,6,PRTB
2004,553,6,PPS
2004,4,6,PRB
2004,203,6,PHS
2004,449,6,PSB
2004,13,6,PCB
2004,697,6,PR
2004,208,6,PSL
2004,127,6,PT DO B
2004,42,6,PTC
2004,1673,6,PC DO B
2004,172,6,PSC
2004,166,6,PRP
2004,1520,6,PDT
2004,461,6,PTN
2004,5099,6,PT
2004,1289,6,PTB
2004,2143,6,PSDB
2004,4,4,PCO
2004,2995,4,DEM
2004,1459,4,PMN
2004,3737,4,PP
2004,20,4,PSTU
2004,3068,4,PV
2004,2017,4,PSDC
2004,8570,4,PMDB
2004,646,4,PRTB
2004,1,4,PSD
2004,2894,4,PPS
2004,9,4,PRB
2004,3065,4,PHS
2004,2315,4,PSB
2004,71,4,PCB
2004,3809,4,PR
2004,2005,4,PSL
2004,1631,4,PT DO B
2004,804,4,PTC
2004,1201,4,PC DO B
2004,1547,4,PSC
2004,783,4,PRP
2004,4253,4,PDT
2004,1277,4,PTN
2004,16190,4,PT
2004,7029,4,PTB
2004,4950,4,PSDB
2004,1,7,PCO
2004,884,7,DEM
2004,38,7,PMN
2004,514,7,PP
2004,6,7,PSTU
2004,379,7,PV
2004,361,7,PSDC
2004,1688,7,PMDB
2004,39,7,PRTB
2004,1,7,PSD
2004,253,7,PPS
2004,15,7,PRB
2004,53,7,PHS
2004,278,7,PSB
2004,6,7,PCB
2004,202,7,PR
2004,86,7,PSL
2004,6,7,PT DO B
2004,5,7,PTC
2004,475,7,PC DO B
2004,278,7,PSC
2004,52,7,PRP
2004,843,7,PDT
2004,56,7,PTN
2004,6473,7,PT
2004,565,7,PTB
2004,1071,7,PSDB
2004,10,1,PCO
2004,952,1,DEM
2004,601,1,PMN
2004,867,1,PP
2004,5,1,PSTU
2004,1302,1,PV
2004,976,1,PSDC
2004,3299,1,PMDB
2004,252,1,PRTB
2004,2,1,PSD
2004,1130,1,PPS
2004,11,1,PRB
2004,416,1,PHS
2004,931,1,PSB
2004,110,1,PCB
2004,1353,1,PR
2004,377,1,PSL
2004,1380,1,PT DO B
2004,92,1,PTC
2004,540,1,PC DO B
2004,703,1,PSC
2004,350,1,PRP
2004,1477,1,PDT
2004,1235,1,PTN
2004,6882,1,PT
2004,1234,1,PTB
2004,1769,1,PSDB
2004,10,2,PCO
2004,1586,2,DEM
2004,888,2,PMN
2004,1332,2,PP
2004,1,2,PSTU
2004,1291,2,PV
2004,1055,2,PSDC
2004,3634,2,PMDB
2004,213,2,PRTB
2004,2,2,PSD
2004,1186,2,PPS
2004,4,2,PRB
2004,408,2,PHS
2004,673,2,PSB
2004,84,2,PCB
2004,1461,2,PR
2004,218,2,PSL
2004,261,2,PT DO B
2004,71,2,PTC
2004,874,2,PC DO B
2004,559,2,PSC
2004,206,2,PRP
2004,1410,2,PDT
2004,611,2,PTN
2004,10482,2,PT
2004,1935,2,PTB
2004,1716,2,PSDB
2004,2,12,PCO
2004,209,12,DEM
2004,3,12,PMN
2004,397,12,PP
2004,3,12,PSTU
2004,89,12,PV
2004,242,12,PSDC
2004,653,12,PMDB
2004,35,12,PRTB
2004,125,12,PPS
2004,107,12,PHS
2004,179,12,PSB
2004,13,12,PCB
2004,53,12,PR
2004,10,12,PSL
2004,10,12,PT DO B
2004,1,12,PTC
2004,166,12,PC DO B
2004,108,12,PSC
2004,5,12,PRP
2004,373,12,PDT
2004,40,12,PTN
2004,825,12,PT
2004,336,12,PTB
2004,3241,12,PSDB
2004,953,9,DEM
2004,71,9,PMN
2004,586,9,PP
2004,7,9,PSTU
2004,261,9,PV
2004,128,9,PSDC
2004,3000,9,PMDB
2004,123,9,PRTB
2004,292,9,PPS
2004,21,9,PRB
2004,63,9,PHS
2004,2,9,PSOL
2004,284,9,PSB
2004,27,9,PCB
2004,213,9,PR
2004,54,9,PSL
2004,65,9,PT DO B
2004,27,9,PTC
2004,273,9,PC DO B
2004,198,9,PSC
2004,45,9,PRP
2004,782,9,PDT
2004,23,9,PTN
2004,40421,9,PT
2004,759,9,PTB
2004,1153,9,PSDB
2012,185,5,PPL
2012,1107,5,DEM
2012,361,5,PMN
2012,1123,5,PP
2012,38,5,PSTU
2012,1131,5,PV
2012,385,5,PSDC
2012,3049,5,PMDB
2012,395,5,PRTB
2012,2205,5,PSD
2012,411,5,PPS
2012,1315,5,PRB
2012,896,5,PHS
2012,410,5,PSOL
2012,908,5,PSB
2012,5,5,PCB
2012,599,5,PR
2012,367,5,PSL
2012,370,5,PT DO B
2012,526,5,PTC
2012,1072,5,PC DO B
2012,1074,5,PSC
2012,683,5,PRP
2012,1103,5,PDT
2012,376,5,PTN
2012,2483,5,PT
2012,840,5,PTB
2012,2007,5,PSDB
2012,82,11,PPL
2012,1,11,PCO
2012,51,11,DEM
2012,64,11,PMN
2012,62,11,PEN
2012,225,11,PP
2012,62,11,PSTU
2012,205,11,PV
2012,90,11,PSDC
2012,1614,11,PMDB
2012,32,11,PRTB
2012,317,11,PSD
2012,237,11,SD
2012,163,11,PRB
2012,103,11,PPS
2012,9,11,PHS
2012,385,11,PSOL
2012,314,11,PSB
2012,48,11,PR
2012,77,11,PSL
2012,57,11,PT DO B
2012,31,11,PTC
2012,252,11,PC DO B
2012,126,11,PSC
2012,188,11,PRP
2012,500,11,PDT
2012,139,11,PTN
2012,23566,11,PT
2012,246,11,PTB
2012,742,11,PSDB
2012,59,8,PPL
2012,144,8,DEM
2012,47,8,PMN
2012,51,8,PEN
2012,376,8,PP
2012,1005,8,PSTU
2012,486,8,PV
2012,42,8,PSDC
2012,932,8,PMDB
2012,64,8,PRTB
2012,416,8,PSD
2012,59,8,PPS
2012,847,8,PRB
2012,25,8,PHS
2012,214,8,PSOL
2012,174,8,PSB
2012,181,8,PR
2012,23,8,PSL
2012,1013,8,PT DO B
2012,169,8,PTC
2012,220,8,PC DO B
2012,406,8,PSC
2012,86,8,PRP
2012,332,8,PDT
2012,207,8,PTN
2012,1048,8,PT
2012,165,8,PTB
2012,1355,8,PSDB
2012,160,3,PPL
2012,904,3,DEM
2012,674,3,PMN
2012,1,3,PEN
2012,2453,3,PP
2012,16,3,PSTU
2012,1429,3,PV
2012,532,3,PSDC
2012,2852,3,PMDB
2012,290,3,PRTB
2012,7190,3,PSD
2012,1,3,SD
2012,2214,3,PRB
2012,732,3,PPS
2012,654,3,PHS
2012,404,3,PSOL
2012,2627,3,PSB
2012,6,3,PCB
2012,2600,3,PR
2012,624,3,PSL
2012,836,3,PT DO B
2012,498,3,PTC
2012,794,3,PC DO B
2012,2073,3,PSC
2012,608,3,PRP
2012,14246,3,PDT
2012,698,3,PTN
2012,8065,3,PT
2012,2385,3,PTB
2012,2357,3,PSDB
2012,116,10,PPL
2012,208,10,DEM
2012,25,10,PMN
2012,164,10,PEN
2012,795,10,PP
2012,708,10,PSTU
2012,278,10,PV
2012,199,10,PSDC
2012,2380,10,PMDB
2012,59,10,PRTB
2012,829,10,PSD
2012,280,10,PPS
2012,927,10,PRB
2012,3,10,PROS
2012,44,10,PHS
2012,950,10,PSOL
2012,372,10,PSB
2012,8,10,PCB
2012,314,10,PR
2012,58,10,PSL
2012,329,10,PT DO B
2012,98,10,PTC
2012,399,10,PC DO B
2012,587,10,PSC
2012,1974,10,PRP
2012,692,10,PDT
2012,108,10,PTN
2012,18361,10,PT
2012,862,10,PTB
2012,1238,10,PSDB
2012,143,6,PPL
2012,1148,6,DEM
2012,494,6,PMN
2012,15,6,PEN
2012,1030,6,PP
2012,89,6,PSTU
2012,1075,6,PV
2012,334,6,PSDC
2012,2052,6,PMDB
2012,228,6,PRTB
2012,1929,6,PSD
2012,351,6,PPS
2012,1153,6,PRB
2012,514,6,PHS
2012,273,6,PSOL
2012,1089,6,PSB
2012,12,6,PCB
2012,764,6,PR
2012,170,6,PSL
2012,559,6,PT DO B
2012,757,6,PTC
2012,2901,6,PC DO B
2012,887,6,PSC
2012,706,6,PRP
2012,1216,6,PDT
2012,501,6,PTN
2012,2194,6,PT
2012,937,6,PTB
2012,1585,6,PSDB
2012,1183,4,PPL
2012,2361,4,DEM
2012,812,4,PMN
2012,4,4,PEN
2012,3314,4,PP
2012,39,4,PSTU
2012,3407,4,PV
2012,2114,4,PSDC
2012,5050,4,PMDB
2012,826,4,PRTB
2012,21655,4,PSD
2012,7,4,SD
2012,3322,4,PRB
2012,9,4,PROS
2012,1109,4,PPS
2012,662,4,PHS
2012,547,4,PSOL
2012,4510,4,PSB
2012,12,4,PCB
2012,2944,4,PR
2012,702,4,PSL
2012,1607,4,PT DO B
2012,714,4,PTC
2012,1451,4,PC DO B
2012,3240,4,PSC
2012,1141,4,PRP
2012,6216,4,PDT
2012,1616,4,PTN
2012,7768,4,PT
2012,5146,4,PTB
2012,3144,4,PSDB
2012,157,7,PPL
2012,298,7,DEM
2012,101,7,PMN
2012,60,7,PEN
2012,545,7,PP
2012,137,7,PSTU
2012,365,7,PV
2012,56,7,PSDC
2012,900,7,PMDB
2012,88,7,PRTB
2012,527,7,PSD
2012,169,7,PPS
2012,1012,7,PRB
2012,252,7,PHS
2012,187,7,PSOL
2012,1487,7,PSB
2012,130,7,PR
2012,55,7,PSL
2012,597,7,PT DO B
2012,320,7,PTC
2012,304,7,PC DO B
2012,381,7,PSC
2012,113,7,PRP
2012,423,7,PDT
2012,162,7,PTN
2012,1037,7,PT
2012,483,7,PTB
2012,1298,7,PSDB
2012,315,1,PPL
2012,680,1,DEM
2012,242,1,PMN
2012,1368,1,PP
2012,22,1,PSTU
2012,835,1,PV
2012,271,1,PSDC
2012,2378,1,PMDB
2012,511,1,PRTB
2012,3110,1,PSD
2012,322,1,PPS
2012,928,1,PRB
2012,524,1,PHS
2012,242,1,PSOL
2012,1391,1,PSB
2012,3,1,PCB
2012,418,1,PR
2012,355,1,PSL
2012,222,1,PT DO B
2012,221,1,PTC
2012,557,1,PC DO B
2012,837,1,PSC
2012,664,1,PRP
2012,1864,1,PDT
2012,466,1,PTN
2012,2008,1,PT
2012,643,1,PTB
2012,1585,1,PSDB
2012,134,2,PPL
2012,393,2,DEM
2012,471,2,PMN
2012,2,2,PEN
2012,1304,2,PP
2012,18,2,PSTU
2012,1181,2,PV
2012,177,2,PSDC
2012,1672,2,PMDB
2012,176,2,PRTB
2012,3897,2,PSD
2012,2,2,SD
2012,636,2,PRB
2012,367,2,PPS
2012,598,2,PHS
2012,157,2,PSOL
2012,4143,2,PSB
2012,6,2,PCB
2012,482,2,PR
2012,242,2,PSL
2012,209,2,PT DO B
2012,259,2,PTC
2012,566,2,PC DO B
2012,1024,2,PSC
2012,429,2,PRP
2012,1857,2,PDT
2012,385,2,PTN
2012,3943,2,PT
2012,1108,2,PTB
2012,1536,2,PSDB
2012,38,12,PPL
2012,71,12,DEM
2012,12,12,PMN
2012,33,12,PEN
2012,385,12,PP
2012,26,12,PSTU
2012,179,12,PV
2012,29,12,PSDC
2012,1197,12,PMDB
2012,15,12,PRTB
2012,276,12,PSD
2012,40,12,SD
2012,87,12,PRB
2012,34,12,PPS
2012,3,12,PHS
2012,341,12,PSOL
2012,408,12,PSB
2012,4,12,PCB
2012,57,12,PR
2012,23,12,PSL
2012,15,12,PT DO B
2012,36,12,PTC
2012,235,12,PC DO B
2012,58,12,PSC
2012,121,12,PRP
2012,554,12,PDT
2012,64,12,PTN
2012,747,12,PT
2012,250,12,PTB
2012,677,12,PSDB
2012,29,9,PPL
2012,94,9,DEM
2012,15,9,PMN
2012,35,9,PEN
2012,292,9,PP
2012,1348,9,PSTU
2012,176,9,PV
2012,43,9,PSDC
2012,892,9,PMDB
2012,296,9,PRTB
2012,291,9,PSD
2012,123,9,PPS
2012,819,9,PRB
2012,109,9,PHS
2012,544,9,PSOL
2012,276,9,PSB
2012,138,9,PR
2012,53,9,PSL
2012,5206,9,PT DO B
2012,36,9,PTC
2012,170,9,PC DO B
2012,799,9,PSC
2012,67,9,PRP
2012,223,9,PDT
2012,60,9,PTN
2012,1461,9,PT
2012,91,9,PTB
2012,1424,9,PSDB
1982,1,5,PSB
1982,3658,5,PTB
1982,7,5,DEM
1982,2,5,PMN
1982,5,5,PR
1982,1,5,PSL
1982,4,5,PSC
1982,9189,5,PMDB
1982,6,5,PC DO B
1982,3,5,PTN
1982,1,5,PRP
1982,2847,5,PDT
1982,7551,5,PP
1982,3498,5,PT
1982,1,5,PSD
1982,3,5,PPS
1982,2,5,PRB
1982,12,5,PSDB
1982,7,11,PSB
1982,129,11,PDT
1982,56,11,PTB
1982,358,11,PMDB
1982,1,11,PT DO B
1982,2,11,PSC
1982,7,11,DEM
1982,149,11,PP
1982,156,11,PT
1982,1,11,PPS
1982,1,11,PRB
1982,4,11,PSDB
1982,1,8,PPL
1982,305,8,PTB
1982,3,8,DEM
1982,2,8,PMN
1982,20,8,PR
1982,1,8,PSC
1982,824,8,PMDB
1982,1,8,PC DO B
1982,1,8,PTN
1982,243,8,PDT
1982,514,8,PP
1982,367,8,PT
1982,2,8,PPS
1982,2,8,PRB
1982,1,8,SD
1982,1,8,PSDB
1982,6,3,PSB
1982,32,3,DEM
1982,2,3,PMN
1982,3,3,PT DO B
1982,11,3,PR
1982,2,3,PV
1982,8071,3,PMDB
1982,3,3,PTC
1982,6,3,PC DO B
1982,2,3,PTN
1982,4,3,PRP
1982,1746,3,PDT
1982,3937,3,PP
1982,1839,3,PT
1982,3,3,PPS
1982,2161,3,PTB
1982,23,3,PSDB
1982,1,10,PSB
1982,8,10,DEM
1982,1,10,PMN
1982,8,10,PR
1982,1,10,PSC
1982,746,10,PMDB
1982,7,10,PC DO B
1982,1,10,PTN
1982,141,10,PDT
1982,337,10,PP
1982,169,10,PT
1982,2,10,PPS
1982,116,10,PTB
1982,3,10,PSDB
1982,3,6,PSB
1982,9,6,DEM
1982,2,6,PMN
1982,2,6,PT DO B
1982,2,6,PR
1982,1355,6,PMDB
1982,1,6,PSC
1982,2,6,PTC
1982,2,6,PC DO B
1982,1,6,PTN
1982,2,6,PRTB
1982,840,6,PDT
1982,1421,6,PP
1982,872,6,PT
1982,1,6,PRP
1982,1,6,PPS
1982,909,6,PTB
1982,1,6,PHS
1982,1,6,PSDB
1982,1,4,PSB
1982,2,4,PV
1982,29,4,DEM
1982,3,4,PMN
1982,2,4,PT DO B
1982,9,4,PR
1982,3,4,PRP
1982,7,4,PSC
1982,15652,4,PMDB
1982,3,4,PC DO B
1982,2,4,PTN
1982,1,4,PRTB
1982,1471,4,PDT
1982,5209,4,PP
1982,2180,4,PT
1982,2,4,PPS
1982,2030,4,PTB
1982,20,4,PSDB
1982,575,7,PDT
1982,3,7,PR
1982,2,7,PSC
1982,917,7,PMDB
1982,4,7,PC DO B
1982,1,7,PTN
1982,10,7,DEM
1982,1198,7,PP
1982,987,7,PT
1982,3,7,PPS
1982,985,7,PTB
1982,1,7,PSDB
1982,1,1,PRB
1982,1,1,PCB
1982,1,1,PR
1982,1,1,PV
1982,2060,1,PMDB
1982,7,1,PC DO B
1982,1,1,PSC
1982,1,1,PRTB
1982,785,1,PDT
1982,1445,1,PP
1982,1084,1,PT
1982,735,1,PTB
1982,1,1,PHS
1982,17,1,DEM
1982,3,2,PSB
1982,15,2,DEM
1982,2,2,PMN
1982,1,2,PT DO B
1982,4,2,PC DO B
1982,3555,2,PMDB
1982,2,2,PTC
1982,1624,2,PDT
1982,1979,2,PP
1982,1976,2,PT
1982,4,2,PPS
1982,750,2,PTB
1982,4,2,PSDB
1982,11,12,PSB
1982,262,12,PDT
1982,3,12,PR
1982,362,12,PMDB
1982,2,12,PC DO B
1982,2,12,PSC
1982,1,12,PRP
1982,13,12,DEM
1982,83,12,PP
1982,162,12,PT
1982,3,12,PPS
1982,20,12,PTB
1982,1,12,PSDB
1982,4,9,PSB
1982,184,9,PDT
1982,6,9,PR
1982,1,9,PV
1982,1,9,PSDC
1982,401,9,PMDB
1982,2,9,PTC
1982,11,9,DEM
1982,359,9,PP
1982,163,9,PT
1982,5,9,PPS
1982,30,9,PTB
1982,1,9,SD
1982,3,9,PSDB
1988,16357,5,DEM
1988,1008,5,PMN
1988,19159,5,PP
1988,574,5,PV
1988,7,5,PSDC
1988,13365,5,PMDB
1988,1,5,PRTB
1988,1,5,SD
1988,4797,5,PPS
1988,4547,5,PSB
1988,22,5,PCB
1988,16088,5,PR
1988,1,5,PSTU
1988,1,5,PT DO B
1988,764,5,PTC
1988,1373,5,PC DO B
1988,11280,5,PSC
1988,2,5,PRP
1988,12591,5,PDT
1988,3,5,PTN
1988,9983,5,PT
1988,18209,5,PTB
1988,69,5,PSDB
1988,133,11,PSDB
1988,48,11,PSB
1988,1,11,PCB
1988,3,11,PMN
1988,198,11,PR
1988,1,11,PV
1988,568,11,PMDB
1988,133,11,PC DO B
1988,7,11,PSC
1988,1,11,PRTB
1988,552,11,PDT
1988,186,11,PP
1988,279,11,PT
1988,134,11,PPS
1988,213,11,PTB
1988,353,11,DEM
1988,766,8,DEM
1988,235,8,PMN
1988,1005,8,PP
1988,63,8,PV
1988,1,8,PSDC
1988,1,8,PRTB
1988,578,8,PPS
1988,3,8,PRB
1988,1,8,PHS
1988,204,8,PSB
1988,6,8,PCB
1988,1289,8,PR
1988,1,8,PSL
1988,1595,8,PMDB
1988,21,8,PTC
1988,279,8,PC DO B
1988,229,8,PSC
1988,4,8,PRP
1988,1077,8,PDT
1988,9,8,PTN
1988,516,8,PT
1988,982,8,PTB
1988,469,8,PSDB
1988,2,3,PCO
1988,8927,3,DEM
1988,835,3,PMN
1988,25720,3,PP
1988,44,3,PV
1988,26,3,PSDC
1988,4,3,PRTB
1988,1770,3,PPS
1988,1,3,PRB
1988,2,3,PHS
1988,1781,3,PSB
1988,83,3,PCB
1988,6031,3,PR
1988,2,3,PSL
1988,179229,3,PMDB
1988,2067,3,PTC
1988,503,3,PC DO B
1988,1618,3,PSC
1988,4,3,PRP
1988,13900,3,PDT
1988,28,3,PTN
1988,7675,3,PT
1988,13377,3,PTB
1988,82,3,PSDB
1988,147,10,PSDB
1988,7,10,PV
1988,4,10,PCB
1988,32,10,PMN
1988,288,10,PR
1988,1,10,PSL
1988,566,10,PMDB
1988,92,10,PSC
1988,7,10,PTC
1988,54,10,PC DO B
1988,1,10,PTN
1988,168,10,PSB
1988,485,10,PDT
1988,316,10,PP
1988,271,10,PT
1988,297,10,PPS
1988,165,10,PTB
1988,353,10,DEM
1988,2270,6,PSB
1988,295,6,PV
1988,47,6,PCB
1988,402,6,PMN
1988,1,6,PT DO B
1988,6777,6,PR
1988,6252,6,PMDB
1988,6,6,PSDC
1988,2824,6,PSC
1988,389,6,PTC
1988,1413,6,PC DO B
1988,6,6,PTN
1988,3,6,PRP
1988,627,6,PSDB
1988,6931,6,PDT
1988,6077,6,PP
1988,4107,6,PT
1988,3078,6,PPS
1988,9947,6,PTB
1988,5007,6,DEM
1988,11775,4,PDT
1988,700,4,PMN
1988,13898,4,PP
1988,1,4,PSTU
1988,61,4,PV
1988,55,4,PSDC
1988,1,4,PRTB
1988,2879,4,PPS
1988,1502,4,PSB
1988,18,4,PCB
1988,8011,4,PR
1988,1,4,PSL
1988,4769,4,PMDB
1988,1067,4,PTC
1988,465,4,PC DO B
1988,6157,4,PSC
1988,6,4,PRP
1988,14221,4,DEM
1988,1,4,PTN
1988,13015,4,PT
1988,17191,4,PTB
1988,23,4,PSDB
1988,10478,7,DEM
1988,944,7,PMN
1988,10344,7,PP
1988,720,7,PV
1988,12,7,PSDC
1988,10582,7,PMDB
1988,1,7,PRTB
1988,3729,7,PPS
1988,3,7,PRB
1988,3009,7,PSB
1988,42,7,PCB
1988,10951,7,PR
1988,1,7,PSL
1988,3,7,PT DO B
1988,1061,7,PTC
1988,1258,7,PC DO B
